,division_11,division_12,division_13,division_14,division_22,division_23,division_31,division_32,division_33,division_41,division_42,division_43,division_51,division_52,division_53,division_54,division_55
neighborhoods,"['junction_area', 'weston-pelham_park', 'rockcliffe-smythe', 'dovercourt-wallace_emerson-junction', 'little_portugal', 'dufferin_grove', 'roncesvalles', 'runnymede-bloor_west_village', 'lambton_baby_point', 'high_park_north', 'high_park-swansea', 'south_parkdale']","['weston', 'brookhaven-amesbury', 'maple_leaf', 'junction_area', 'keelesdale-eglinton_west', 'beechborough-greenbrook', 'rustic', 'rockcliffe-smythe', 'pelmo_park-humberlea', 'mount_dennis', 'weston-pelham_park']","['humewood-cedarvale', 'forest_hill_south', 'forest_hill_north', 'dovercourt-wallace_emerson-junction', 'yorkdale-glen_park', 'corsa_italia-davenport', 'englemount-lawrence', 'oakwood_village', 'wychwood', 'briar_hill-belgravia', 'casa_loma', 'caledonia-fairbanks']","['south_parkdale', 'kensington-chinatown', 'trinity_bellwoods', 'palmerston-little_italy', 'niagra', 'annex']","['alderwood', 'islington-city_centre_west', 'new_toronto', 'stonegate-queensway', 'kingsway_south', 'markland_wood', 'long_branch', 'eringate-centennial_west_deane', 'princess_rosethorn', 'mimico', 'edenbridge-humber_valley', 'etobicoke-west_mall']","['mount_oliver-silverstone-jamestown', 'elms-old_rexdale', 'rexdale-kipling', 'kingsview_village-the_westway', 'willowridge-martingrove-richview', 'west_humber-clairville', 'humber_heights-westmount', 'thistletown-beaumonde_heights']","['pelmo_park-humberlea', 'black_creek', 'humber_summit', 'humbermede', 'york_university_heights', 'downsview-roding-cfb', 'glenfield-jane_heights']","['yorkdale-glen_park', 'newtonbrook_west', 'newtonbrook_east', 'willowdale_east', 'york_university_heights', 'downsview-roding-cfb', 'westminster-branson', 'englemount-lawrence', 'willowdale_west', 'bathurst_manor', 'clanton_park', 'lawrence_park_north', 'lansing-westgate', 'bedford_park-nortown', 'st_andrew-windfields', 'bridle_path-sunnybrook-york_mill']","['banbury_don_mills', 'st_andrew-windfields', 'parkwoods_donalda_victoria_village', 'bridle_path-sunnybrook-york_mill', 'pleasant_view', 'don_valley_village', 'henry_farm', 'bayview_village', 'bayview_woods-steeles', 'hillcrest_village']","['woodford/maryvale', 'kennedy_park', 'wexford/maryvale', 'ionview', 'birchcliffe-cliffside', 'oakridge', 'dorset_park', 'clairlea-birchmount']","[""l'amoreaux"", ""tam_o'shanter_sullivan"", 'rouge', 'malvern', 'agincourt_north', 'steeles', 'agincourt_south_malvern_west', 'milliken']","['cliffcrest', 'woburn', 'centennial_scarborough', 'eglinton_east', 'bendale', 'guildwood', 'highland_creek', 'west_hill', 'scarborough_village', 'morningside', 'rouge']","['waterfront_communities-the_island', 'north_st_jamestown', 'moss_park', 'south_riverdale', 'church-yonge_corridor', 'regent_park', 'cabbagetown-south_st_james_town']","['bay_street_corridor', 'waterfront_communities-the_island', 'university', 'kensington-chinatown']","['yonge-st_clair', 'mount_pleasant_west', 'casa_loma', 'yonge-eglinton', 'leaside-bennington', 'mount_pleasant_east', 'bridle_path-sunnybrook-york_mill', 'annex', 'lawrence_park_south', 'thorncliffe_park', 'forest_hill_north', 'forest_hill_south', 'lawrence_park_south', 'bedford_park-nortown']","[""o'connor-parkview"", 'flemingdon_park', 'old_east_york', 'woodbine-lumsden', 'taylor-massey', 'playter_estates-danforth', 'danforth', 'danforth_village_east_york', 'danforth_village_toronto', 'east_end_danforth', 'victoria_village', 'broadview_north']","['blake-jones', 'woodbine_corridor', 'north_riverdale', 'east_end_danforth', 'the_beaches', 'greenwood-coxwell', 'south_riverdale']"
